time,group1max,group1norm,group2max,group2norm,memory,powernorm,tot_fissions
437.60000000003,2.5747013394617e+14,4.5520888594764e+18,1.0377872110411e+15,1.8322912769159e+19,193723,9276295.7481842,2.8663098050206e+17
437.70000000003,2.5756667549825e+14,4.5537128782643e+18,1.0381748469918e+15,1.832940850164e+19,193724,9279899.5766012,2.8674233625232e+17
437.80000000003,2.5768229732953e+14,4.5556737320928e+18,1.0386393277712e+15,1.8337258176745e+19,193725,9284201.3376872,2.8687525762864e+17
437.90000000003,2.5781695535395e+14,4.5579707175774e+18,1.0391804768651e+15,1.8346458995653e+19,193726,9289199.3601906,2.8702969299051e+17
438.00000000003,2.5797058847193e+14,4.5606028324362e+18,1.039798049294e+15,1.8357006958869e+19,193727,9294891.3530472,2.8720557154568e+17
438.10000000003,2.5814311806127e+14,4.563568765272e+18,1.0404917295064e+15,1.8368896824235e+19,193794,9301274.3833945,2.8740280267076e+17
438.20000000003,2.583344473016e+14,4.5668668846242e+18,1.0412611286597e+15,1.8382122063185e+19,193795,9308344.8545588,2.8762127523109e+17
438.30000000003,2.5854446063784e+14,4.5704952302749e+18,1.0421057824543e+15,1.8396674825774e+19,193798,9316098.4883813,2.8786085703457e+17
438.40000000003,2.587730246303e+14,4.5744515259299e+18,1.043025154565e+15,1.8412545991565e+19,193800,9324530.3509881,2.88121395628e+17
438.50000000003,2.5901998725908e+14,4.5787331681486e+18,1.044018633846e+15,1.842972512521e+19,193800,9333634.8302798,2.8840271760147e+17
438.60000000003,2.592851795894e+14,4.5833372555899e+18,1.0450855410132e+15,1.844820059383e+19,193801,9343405.6954337,2.8870463042696e+17
438.70000000003,2.5956841118385e+14,4.5882605086793e+18,1.0462251101891e+15,1.8467959244296e+19,193801,9353835.9335413,2.8902691741055e+17
438.80000000003,2.5986947428765e+14,4.593499341366e+18,1.0474365057502e+15,1.8488986691497e+19,193803,9364917.8956386,2.8936934220468e+17
438.90000000003,2.6018814392032e+14,4.5990498650841e+18,1.0487188226913e+15,1.8511267334202e+19,193803,9376643.304785,2.8973164905773e+17
439.00000000003,2.6052417469014e+14,4.6049078309138e+18,1.0500710737981e+15,1.8534784122691e+19,193804,9389003.138492,2.9011355918117e+17
439.10000000003,2.6087730080382e+14,4.6110686303682e+18,1.051492189691e+15,1.8559518561837e+19,193805,9401987.6304974,2.9051477080441e+17
439.20000000003,2.6124723884455e+14,4.6175273440114e+18,1.0529810300076e+15,1.8585450906471e+19,193806,9415586.3697959,2.9093496223476e+17
439.30000000003,2.6163368473856e+14,4.6242786867024e+18,1.0545363711697e+15,1.8612559941226e+19,193806,9429788.1891331,2.9137378841193e+17
439.40000000003,2.6203631568449e+14,4.6313170444854e+18,1.0561569142074e+15,1.8640823129298e+19,193806,9444581.2412649,2.9183088326448e+17
439.50000000003,2.6245478967125e+14,4.6386364624216e+18,1.057841282761e+15,1.8670216562771e+19,193806,9459952.9731541,2.9230585891241e+17
439.60000000003,2.6288874671813e+14,4.6462306683112e+18,1.0595880280228e+15,1.8700715057526e+19,193807,9475890.1741555,2.9279830715614e+17
439.70000000003,2.6333780662515e+14,4.6540930347987e+18,1.0613956198741e+15,1.8732292003045e+19,193808,9492378.9020333,2.9330779719043e+17
439.80000000003,2.6380157326398e+14,4.6622166506826e+18,1.0632624638709e+15,1.8764919645799e+19,193808,9509404.6239092,2.9383387995962e+17
439.90000000003,2.6427962726498e+14,4.6705941944682e+18,1.0651868721148e+15,1.8798568584526e+19,193809,9526951.9639083,2.9437608036005e+17
440.00000000003,2.6477153252292e+14,4.6792180476303e+18,1.0671670892006e+15,1.8833208222645e+19,193810,9545004.9305074,2.9493390426495e+17
440.10000000003,2.6527683374517e+14,4.6880802528564e+18,1.0692012824764e+15,1.8868806601927e+19,193871,9563546.8339454,2.9550683597251e+17
440.20000000003,2.6579505973028e+14,4.6971725690436e+18,1.0712875551075e+15,1.890533062188e+19,193871,9582560.3965273,2.9609434161416e+17
440.30000000003,2.6632571892301e+14,4.7064863972711e+18,1.0734239284397e+15,1.8942745745248e+19,193875,9602027.6066323,2.9669586464356e+17
440.40000000003,2.6686830613723e+14,4.7160128923843e+18,1.075608368689e+15,1.8981016442144e+19,193876,9621929.9406419,2.9731083269398e+17
440.50000000003,2.6742229282174e+14,4.7257427986433e+18,1.0778387481843e+15,1.9020105534364e+19,193877,9642248.0347882,2.979386474387e+17
440.60000000003,2.6798713810614e+14,4.7356666386919e+18,1.0801128893832e+15,1.9059974949756e+19,193879,9662962.0638422,2.9857869629215e+17
440.70000000003,2.6856228415169e+14,4.7457746366311e+18,1.0824285465971e+15,1.9100585417881e+19,193879,9684051.5919807,2.9923034780185e+17
440.80000000003,2.6914715894836e+14,4.7560567626273e+18,1.0847834168533e+15,1.9141896644995e+19,193880,9705495.6583079,2.9989295429092e+17
440.90000000003,2.6974117351025e+14,4.7665026853731e+18,1.0871751289325e+15,1.9183867126396e+19,193881,9727272.6854112,3.0056584903258e+17
441.00000000003,2.7034372481956e+14,4.7771018214877e+18,1.0896012549651e+15,1.9226454342375e+19,193881,9749360.5770346,3.0124834926814e+17
441.10000000003,2.7095419391429e+14,4.7878433053481e+18,1.0920593029042e+15,1.9269614638715e+19,193883,9771736.6599066,3.0193975440953e+17
441.20000000003,2.7157195368261e+14,4.7987161246196e+18,1.0945467478178e+15,1.9313303770152e+19,193883,9794377.9593095,3.0263935455423e+17
441.30000000003,2.721963621338e+14,4.8097089998866e+18,1.0970610048103e+15,1.9357476417084e+19,193885,9817260.9545505,3.0334642292945e+17
441.40000000003,2.7282676516462e+14,4.8208104360687e+18,1.0995994402413e+15,1.9402086392916e+19,193885,9840361.6859227,3.040602191972e+17
441.50000000003,2.734625003296e+14,4.8320087859446e+18,1.1021593867013e+15,1.9447086897042e+19,193885,9863655.8820604,3.0477999338942e+17
441.60000000003,2.741028911794e+14,4.8432921520339e+18,1.1047381205105e+15,1.9492430124023e+19,193886,9887118.7651576,3.0550497988943e+17
441.70000000003,2.7474725489315e+14,4.8546485199649e+18,1.1073328921679e+15,1.9538067796072e+19,193886,9910725.3190935,3.0623440571679e+17
441.80000000003,2.7539489846521e+14,4.8660656924637e+18,1.109940911108e+15,1.9583950899161e+19,193886,9934450.157439,3.0696748644877e+17
441.90000000003,2.7604512015384e+14,4.8775313144345e+18,1.1125593516403e+15,1.9630029785015e+19,193887,9958267.5773115,3.077034278845e+17
442.00000000003,2.7669721507015e+14,4.889032972017e+18,1.1151853753193e+15,1.9676254567537e+19,193888,9982151.7600243,3.0844143224478e+17
442.10000000003,2.7735047408749e+14,4.900558170865e+18,1.1178161265458e+15,1.9722575035483e+19,193931,10006076.727541,3.0918069682667e+17
442.20000000003,2.7800418168017e+14,4.9120943005612e+18,1.1204487239305e+15,1.9768940510264e+19,193934,10030016.271868,3.099204118217e+17
442.30000000003,2.7865761889222e+14,4.923628684911e+18,1.1230802722514e+15,1.9815300048047e+19,193934,10053944.058419,3.1065976350976e+17
442.40000000003,2.7931006579467e+14,4.9351486251788e+18,1.1257078722428e+15,1.9861602612316e+19,193936,10077833.713564,3.1139793696432e+17
442.50000000003,2.7996079816027e+14,4.9466413426601e+18,1.1283286073384e+15,1.9907796844577e+19,193936,10101658.710334,3.1213411252082e+17
442.60000000003,2.8060909322868e+14,4.9580940809172e+18,1.1309395668753e+15,1.9953831475032e+19,193937,10125392.577703,3.1286747224326e+17
442.70000000003,2.8125423030889e+14,4.9694941140295e+18,1.1335378484004e+15,1.9999655354433e+19,193937,10149008.91628,3.1359720040912e+17
442.80000000003,2.8189549089865e+14,4.9808287515997e+18,1.1361205582493e+15,2.00452174752e+19,193938,10172481.410784,3.1432248389479e+17
442.90000000003,2.8253216037747e+14,4.9920853662323e+18,1.1386848183387e+15,2.0090467081694e+19,193938,10195783.886559,3.1504251392194e+17
443.00000000003,2.8316352782664e+14,5.0032513908134e+18,1.1412277654462e+15,2.0135353659311e+19,193938,10218890.304924,3.1575648591375e+17
443.10000000003,2.8378888918072e+14,5.0143143744568e+18,1.1437465638353e+15,2.0179827158556e+19,193938,10241774.877005,3.1646360301222e+17
443.20000000003,2.8440754205937e+14,5.0252618935367e+18,1.1462383847547e+15,2.0223837640939e+19,193939,10264411.887546,3.1716307063412e+17
443.30000000003,2.8501879860018e+14,5.0360817723328e+18,1.1487004574985e+15,2.0267336158944e+19,193940,10286776.136334,3.178541101107e+17
443.40000000003,2.8562197595102e+14,5.0467619208073e+18,1.1511300316782e+15,2.0310274110168e+19,193940,10308842.616687,3.1853594875312e+17
443.50000000003,2.8621639752571e+14,5.057290355719e+18,1.1535243822654e+15,2.0352603322187e+19,193942,10330586.558565,3.1920782118472e+17
443.60000000003,2.8680140429408e+14,5.0676553961908e+18,1.1558808545301e+15,2.039427683259e+19,193943,10351983.820184,3.1986898144138e+17
443.70000000003,2.8737634678816e+14,5.0778455277932e+18,1.1581968323816e+15,2.0435248348546e+19,193943,10373010.619509,3.205186946751e+17
443.80000000003,2.8794058329941e+14,5.0878493701367e+18,1.1604697310932e+15,2.0475472116595e+19,193944,10393643.468049,3.2115623510806e+17
443.90000000003,2.884934921523e+14,5.0976558907435e+18,1.1626970462848e+15,2.0514903777134e+19,193944,10413859.601051,3.217808993255e+17
444.00000000003,2.8903446745447e+14,5.1072543310007e+18,1.1648763370799e+15,2.05535000699e+19,193945,10433636.831046,3.2239200175033e+17
444.10000000003,2.8956291091737e+14,5.1166340656335e+18,1.1670051936169e+15,2.0591218274251e+19,194002,10452953.268097,3.2298886599895e+17
444.20000000003,2.9007825156274e+14,5.1257849426748e+18,1.1690813153292e+15,2.0628017563418e+19,194004,10471787.997156,3.2357084581117e+17
444.30000000003,2.9057992454877e+14,5.1346969201393e+18,1.1711024269095e+15,2.0663857558147e+19,194005,10490120.35611,3.241373027423e+17
444.40000000003,2.9106738979717e+14,5.1433603867895e+18,1.1730663524017e+15,2.0698699605483e+19,194005,10507930.576217,3.2468762595221e+17
444.50000000003,2.9154012856967e+14,5.1517661035047e+18,1.1749710017128e+15,2.0732506546559e+19,194006,10525199.668212,3.2522122868603e+17
444.60000000003,2.9199763045446e+14,5.15990497862e+18,1.1768143187075e+15,2.0765241819377e+19,194007,10541908.969756,3.2573753429068e+17
444.70000000003,2.9243941828682e+14,5.167768501859e+18,1.1785943803558e+15,2.0796871189154e+19,194008,10558041.012269,3.2623600299935e+17
444.80000000003,2.9286502295931e+14,5.175348306699e+18,1.1803092967325e+15,2.0827361005669e+19,194010,10573578.651785,3.2671610507566e+17
444.90000000003,2.9327400596224e+14,5.1826365600163e+18,1.1819573006007e+15,2.0856679755905e+19,194010,10588505.845139,3.2717734479714e+17
445.00000000003,2.9366593876115e+14,5.1896256070175e+18,1.1835366654417e+15,2.0884796649191e+19,194011,10602806.941638,3.2761923856843e+17
445.10000000003,2.940404300286e+14,5.1963084423195e+18,1.1850458137972e+15,2.0911683495691e+19,194013,10616467.624275,3.2804134400416e+17
445.20000000003,2.9439709932937e+14,5.202678255219e+18,1.1864832126549e+15,2.093731289401e+19,194015,10629474.00206,3.2844323188251e+17
445.30000000003,2.9473559128574e+14,5.2087286744033e+18,1.1878474296775e+15,2.0961659205603e+19,194015,10641813.096597,3.2882450118026e+17
445.40000000003,2.9505557724477e+14,5.2144537981448e+18,1.1891371400136e+15,2.0984698677288e+19,194016,10653472.905549,3.2918478103367e+17
